canonical_title,midi_filename,audio_filename,duration
00_SS3-84-Bb_solo,guitar-v0.0.0/midi/00_SS3-84-Bb_solo.midi,guitar-v0.0.0/mp3/00_SS3-84-Bb_solo.mp3,45.74040816326531,028
00_SS3-98-C_solo,guitar-v0.0.0/midi/00_SS3-98-C_solo.midi,guitar-v0.0.0/mp3/00_SS3-98-C_solo.mp3,39.20979591836735,029
01_BN1-129-Eb_solo,guitar-v0.0.0/midi/01_BN1-129-Eb_solo.midi,guitar-v0.0.0/mp3/01_BN1-129-Eb_solo.mp3,22.360816326530614,030
01_BN1-147-Gb_solo,guitar-v0.0.0/midi/01_BN1-147-Gb_solo.midi,guitar-v0.0.0/mp3/01_BN1-147-Gb_solo.mp3,19.61795918367347,031
01_BN2-131-B_solo,guitar-v0.0.0/midi/01_BN2-131-B_solo.midi,guitar-v0.0.0/mp3/01_BN2-131-B_solo.mp3,29.335510204081633,032
01_BN2-166-Ab_solo,guitar-v0.0.0/midi/01_BN2-166-Ab_solo.midi,guitar-v0.0.0/mp3/01_BN2-166-Ab_solo.mp3,23.17061224489796,033
01_BN3-119-G_solo,guitar-v0.0.0/midi/01_BN3-119-G_solo.midi,guitar-v0.0.0/mp3/01_BN3-119-G_solo.mp3,32.3134693877551,034
01_BN3-154-E_solo,guitar-v0.0.0/midi/01_BN3-154-E_solo.midi,guitar-v0.0.0/mp3/01_BN3-154-E_solo.mp3,24.973061224489797,035
01_Funk1-114-Ab_solo,guitar-v0.0.0/midi/01_Funk1-114-Ab_solo.midi,guitar-v0.0.0/mp3/01_Funk1-114-Ab_solo.mp3,25.2865306122449,036
01_Funk1-97-C_solo,guitar-v0.0.0/midi/01_Funk1-97-C_solo.midi,guitar-v0.0.0/mp3/01_Funk1-97-C_solo.mp3,29.72734693877551,037
01_Funk2-108-Eb_solo,guitar-v0.0.0/midi/01_Funk2-108-Eb_solo.midi,guitar-v0.0.0/mp3/01_Funk2-108-Eb_solo.mp3,35.57877551020408,038
01_Funk2-119-G_solo,guitar-v0.0.0/midi/01_Funk2-119-G_solo.midi,guitar-v0.0.0/mp3/01_Funk2-119-G_solo.mp3,32.3134693877551,039
01_Funk3-112-C#_solo,guitar-v0.0.0/midi/01_Funk3-112-C#_solo.midi,guitar-v0.0.0/mp3/01_Funk3-112-C#_solo.mp3,34.32489795918367,040
01_Funk3-98-A_solo,guitar-v0.0.0/midi/01_Funk3-98-A_solo.midi,guitar-v0.0.0/mp3/01_Funk3-98-A_solo.mp3,39.20979591836735,041
01_Jazz1-130-D_solo,guitar-v0.0.0/midi/01_Jazz1-130-D_solo.midi,guitar-v0.0.0/mp3/01_Jazz1-130-D_solo.mp3,22.17795918367347,042
01_Jazz1-200-B_solo,guitar-v0.0.0/midi/01_Jazz1-200-B_solo.midi,guitar-v0.0.0/mp3/01_Jazz1-200-B_solo.mp3,14.445714285714285,043
01_Jazz2-110-Bb_solo,guitar-v0.0.0/midi/01_Jazz2-110-Bb_solo.midi,guitar-v0.0.0/mp3/01_Jazz2-110-Bb_solo.mp3,34.95183673469388,044
01_Jazz2-187-F#_solo,guitar-v0.0.0/midi/01_Jazz2-187-F#_solo.midi,guitar-v0.0.0/mp3/01_Jazz2-187-F#_solo.mp3,20.558367346938777,045
01_Jazz3-137-Eb_solo,guitar-v0.0.0/midi/01_Jazz3-137-Eb_solo.midi,guitar-v0.0.0/mp3/01_Jazz3-137-Eb_solo.mp3,28.05551020408163,046
01_Jazz3-150-C_solo,guitar-v0.0.0/midi/01_Jazz3-150-C_solo.midi,guitar-v0.0.0/mp3/01_Jazz3-150-C_solo.mp3,25.626122448979594,047
01_Rock1-130-A_solo,guitar-v0.0.0/midi/01_Rock1-130-A_solo.midi,guitar-v0.0.0/mp3/01_Rock1-130-A_solo.mp3,22.17795918367347,048
01_Rock1-90-C#_solo,guitar-v0.0.0/midi/01_Rock1-90-C#_solo.midi,guitar-v0.0.0/mp3/01_Rock1-90-C#_solo.mp3,32.02612244897959,049
01_Rock2-142-D_solo,guitar-v0.0.0/midi/01_Rock2-142-D_solo.midi,guitar-v0.0.0/mp3/01_Rock2-142-D_solo.mp3,27.088979591836736,050
01_Rock2-85-F_solo,guitar-v0.0.0/midi/01_Rock2-85-F_solo.midi,guitar-v0.0.0/mp3/01_Rock2-85-F_solo.mp3,45.21795918367347,051
01_Rock3-117-Bb_solo,guitar-v0.0.0/midi/01_Rock3-117-Bb_solo.midi,guitar-v0.0.0/mp3/01_Rock3-117-Bb_solo.mp3,32.862040816326534,052
01_Rock3-148-C_solo,guitar-v0.0.0/midi/01_Rock3-148-C_solo.midi,guitar-v0.0.0/mp3/01_Rock3-148-C_solo.mp3,25.991836734693877,053
01_SS1-100-C#_solo,guitar-v0.0.0/midi/01_SS1-100-C#_solo.midi,guitar-v0.0.0/mp3/01_SS1-100-C#_solo.mp3,28.83918367346939,054
01_SS1-68-E_solo,guitar-v0.0.0/midi/01_SS1-68-E_solo.midi,guitar-v0.0.0/mp3/01_SS1-68-E_solo.mp3,42.39673469387755,055
01_SS2-107-Ab_solo,guitar-v0.0.0/midi/01_SS2-107-Ab_solo.midi,guitar-v0.0.0/mp3/01_SS2-107-Ab_solo.mp3,35.91836734693877,056
01_SS2-88-F_solo,guitar-v0.0.0/midi/01_SS2-88-F_solo.midi,guitar-v0.0.0/mp3/01_SS2-88-F_solo.mp3,43.67673469387755,057
01_SS3-84-Bb_solo,guitar-v0.0.0/midi/01_SS3-84-Bb_solo.midi,guitar-v0.0.0/mp3/01_SS3-84-Bb_solo.mp3,45.74040816326531,058
01_SS3-98-C_solo,guitar-v0.0.0/midi/01_SS3-98-C_solo.midi,guitar-v0.0.0/mp3/01_SS3-98-C_solo.mp3,39.20979591836735,059
02_BN1-129-Eb_solo,guitar-v0.0.0/midi/02_BN1-129-Eb_solo.midi,guitar-v0.0.0/mp3/02_BN1-129-Eb_solo.mp3,22.360816326530614,060
02_BN1-147-Gb_solo,guitar-v0.0.0/midi/02_BN1-147-Gb_solo.midi,guitar-v0.0.0/mp3/02_BN1-147-Gb_solo.mp3,19.61795918367347,061
02_BN2-131-B_solo,guitar-v0.0.0/midi/02_BN2-131-B_solo.midi,guitar-v0.0.0/mp3/02_BN2-131-B_solo.mp3,29.335510204081633,062
02_BN2-166-Ab_solo,guitar-v0.0.0/midi/02_BN2-166-Ab_solo.midi,guitar-v0.0.0/mp3/02_BN2-166-Ab_solo.mp3,23.17061224489796,063
02_BN3-119-G_solo,guitar-v0.0.0/midi/02_BN3-119-G_solo.midi,guitar-v0.0.0/mp3/02_BN3-119-G_solo.mp3,32.3134693877551,064
02_BN3-154-E_solo,guitar-v0.0.0/midi/02_BN3-154-E_solo.midi,guitar-v0.0.0/mp3/02_BN3-154-E_solo.mp3,24.973061224489797,065
02_Funk1-114-Ab_solo,guitar-v0.0.0/midi/02_Funk1-114-Ab_solo.midi,guitar-v0.0.0/mp3/02_Funk1-114-Ab_solo.mp3,25.2865306122449,066
02_Funk1-97-C_solo,guitar-v0.0.0/midi/02_Funk1-97-C_solo.midi,guitar-v0.0.0/mp3/02_Funk1-97-C_solo.mp3,29.72734693877551,067
02_Funk2-108-Eb_solo,guitar-v0.0.0/midi/02_Funk2-108-Eb_solo.midi,guitar-v0.0.0/mp3/02_Funk2-108-Eb_solo.mp3,35.57877551020408,068
02_Funk2-119-G_solo,guitar-v0.0.0/midi/02_Funk2-119-G_solo.midi,guitar-v0.0.0/mp3/02_Funk2-119-G_solo.mp3,32.3134693877551,069
02_Funk3-112-C#_solo,guitar-v0.0.0/midi/02_Funk3-112-C#_solo.midi,guitar-v0.0.0/mp3/02_Funk3-112-C#_solo.mp3,34.32489795918367,070
02_Funk3-98-A_solo,guitar-v0.0.0/midi/02_Funk3-98-A_solo.midi,guitar-v0.0.0/mp3/02_Funk3-98-A_solo.mp3,39.20979591836735,071
02_Jazz1-130-D_solo,guitar-v0.0.0/midi/02_Jazz1-130-D_solo.midi,guitar-v0.0.0/mp3/02_Jazz1-130-D_solo.mp3,22.17795918367347,072
02_Jazz1-200-B_solo,guitar-v0.0.0/midi/02_Jazz1-200-B_solo.midi,guitar-v0.0.0/mp3/02_Jazz1-200-B_solo.mp3,14.445714285714285,073
02_Jazz2-110-Bb_solo,guitar-v0.0.0/midi/02_Jazz2-110-Bb_solo.midi,guitar-v0.0.0/mp3/02_Jazz2-110-Bb_solo.mp3,34.95183673469388,074
02_Jazz2-187-F#_solo,guitar-v0.0.0/midi/02_Jazz2-187-F#_solo.midi,guitar-v0.0.0/mp3/02_Jazz2-187-F#_solo.mp3,20.558367346938777,075
02_Jazz3-137-Eb_solo,guitar-v0.0.0/midi/02_Jazz3-137-Eb_solo.midi,guitar-v0.0.0/mp3/02_Jazz3-137-Eb_solo.mp3,28.05551020408163,076
02_Jazz3-150-C_solo,guitar-v0.0.0/midi/02_Jazz3-150-C_solo.midi,guitar-v0.0.0/mp3/02_Jazz3-150-C_solo.mp3,25.626122448979594,077
02_Rock1-130-A_solo,guitar-v0.0.0/midi/02_Rock1-130-A_solo.midi,guitar-v0.0.0/mp3/02_Rock1-130-A_solo.mp3,22.17795918367347,078
02_Rock1-90-C#_solo,guitar-v0.0.0/midi/02_Rock1-90-C#_solo.midi,guitar-v0.0.0/mp3/02_Rock1-90-C#_solo.mp3,32.02612244897959,079
02_Rock2-142-D_solo,guitar-v0.0.0/midi/02_Rock2-142-D_solo.midi,guitar-v0.0.0/mp3/02_Rock2-142-D_solo.mp3,27.088979591836736,080
02_Rock2-85-F_solo,guitar-v0.0.0/midi/02_Rock2-85-F_solo.midi,guitar-v0.0.0/mp3/02_Rock2-85-F_solo.mp3,45.21795918367347,081
02_Rock3-117-Bb_solo,guitar-v0.0.0/midi/02_Rock3-117-Bb_solo.midi,guitar-v0.0.0/mp3/02_Rock3-117-Bb_solo.mp3,32.862040816326534,082
02_Rock3-148-C_solo,guitar-v0.0.0/midi/02_Rock3-148-C_solo.midi,guitar-v0.0.0/mp3/02_Rock3-148-C_solo.mp3,25.991836734693877,083
02_SS1-100-C#_solo,guitar-v0.0.0/midi/02_SS1-100-C#_solo.midi,guitar-v0.0.0/mp3/02_SS1-100-C#_solo.mp3,28.83918367346939,084
02_SS1-68-E_solo,guitar-v0.0.0/midi/02_SS1-68-E_solo.midi,guitar-v0.0.0/mp3/02_SS1-68-E_solo.mp3,42.39673469387755,085
02_SS2-107-Ab_solo,guitar-v0.0.0/midi/02_SS2-107-Ab_solo.midi,guitar-v0.0.0/mp3/02_SS2-107-Ab_solo.mp3,35.91836734693877,086
02_SS2-88-F_solo,guitar-v0.0.0/midi/02_SS2-88-F_solo.midi,guitar-v0.0.0/mp3/02_SS2-88-F_solo.mp3,43.67673469387755,087
02_SS3-84-Bb_solo,guitar-v0.0.0/midi/02_SS3-84-Bb_solo.midi,guitar-v0.0.0/mp3/02_SS3-84-Bb_solo.mp3,45.74040816326531,088
02_SS3-98-C_solo,guitar-v0.0.0/midi/02_SS3-98-C_solo.midi,guitar-v0.0.0/mp3/02_SS3-98-C_solo.mp3,39.20979591836735,089
03_BN1-129-Eb_solo,guitar-v0.0.0/midi/03_BN1-129-Eb_solo.midi,guitar-v0.0.0/mp3/03_BN1-129-Eb_solo.mp3,22.360816326530614,090
03_BN1-147-Gb_solo,guitar-v0.0.0/midi/03_BN1-147-Gb_solo.midi,guitar-v0.0.0/mp3/03_BN1-147-Gb_solo.mp3,19.61795918367347,091
03_BN2-131-B_solo,guitar-v0.0.0/midi/03_BN2-131-B_solo.midi,guitar-v0.0.0/mp3/03_BN2-131-B_solo.mp3,29.335510204081633,092
03_BN2-166-Ab_solo,guitar-v0.0.0/midi/03_BN2-166-Ab_solo.midi,guitar-v0.0.0/mp3/03_BN2-166-Ab_solo.mp3,23.17061224489796,093
03_BN3-119-G_solo,guitar-v0.0.0/midi/03_BN3-119-G_solo.midi,guitar-v0.0.0/mp3/03_BN3-119-G_solo.mp3,32.3134693877551,094
03_BN3-154-E_solo,guitar-v0.0.0/midi/03_BN3-154-E_solo.midi,guitar-v0.0.0/mp3/03_BN3-154-E_solo.mp3,24.973061224489797,095
03_Funk1-114-Ab_solo,guitar-v0.0.0/midi/03_Funk1-114-Ab_solo.midi,guitar-v0.0.0/mp3/03_Funk1-114-Ab_solo.mp3,25.2865306122449,096
03_Funk1-97-C_solo,guitar-v0.0.0/midi/03_Funk1-97-C_solo.midi,guitar-v0.0.0/mp3/03_Funk1-97-C_solo.mp3,29.72734693877551,097
03_Funk2-108-Eb_solo,guitar-v0.0.0/midi/03_Funk2-108-Eb_solo.midi,guitar-v0.0.0/mp3/03_Funk2-108-Eb_solo.mp3,35.57877551020408,098
03_Funk2-119-G_solo,guitar-v0.0.0/midi/03_Funk2-119-G_solo.midi,guitar-v0.0.0/mp3/03_Funk2-119-G_solo.mp3,32.3134693877551,099
03_Funk3-112-C#_solo,guitar-v0.0.0/midi/03_Funk3-112-C#_solo.midi,guitar-v0.0.0/mp3/03_Funk3-112-C#_solo.mp3,34.32489795918367,100
03_Funk3-98-A_solo,guitar-v0.0.0/midi/03_Funk3-98-A_solo.midi,guitar-v0.0.0/mp3/03_Funk3-98-A_solo.mp3,39.20979591836735,101
03_Jazz1-130-D_solo,guitar-v0.0.0/midi/03_Jazz1-130-D_solo.midi,guitar-v0.0.0/mp3/03_Jazz1-130-D_solo.mp3,22.17795918367347,102
03_Jazz1-200-B_solo,guitar-v0.0.0/midi/03_Jazz1-200-B_solo.midi,guitar-v0.0.0/mp3/03_Jazz1-200-B_solo.mp3,14.445714285714285,103
03_Jazz2-110-Bb_solo,guitar-v0.0.0/midi/03_Jazz2-110-Bb_solo.midi,guitar-v0.0.0/mp3/03_Jazz2-110-Bb_solo.mp3,34.95183673469388,104
03_Jazz2-187-F#_solo,guitar-v0.0.0/midi/03_Jazz2-187-F#_solo.midi,guitar-v0.0.0/mp3/03_Jazz2-187-F#_solo.mp3,20.558367346938777,105
03_Jazz3-137-Eb_solo,guitar-v0.0.0/midi/03_Jazz3-137-Eb_solo.midi,guitar-v0.0.0/mp3/03_Jazz3-137-Eb_solo.mp3,28.05551020408163,106
03_Jazz3-150-C_solo,guitar-v0.0.0/midi/03_Jazz3-150-C_solo.midi,guitar-v0.0.0/mp3/03_Jazz3-150-C_solo.mp3,25.626122448979594,107
03_Rock1-130-A_solo,guitar-v0.0.0/midi/03_Rock1-130-A_solo.midi,guitar-v0.0.0/mp3/03_Rock1-130-A_solo.mp3,22.17795918367347,108
03_Rock1-90-C#_solo,guitar-v0.0.0/midi/03_Rock1-90-C#_solo.midi,guitar-v0.0.0/mp3/03_Rock1-90-C#_solo.mp3,32.02612244897959,109
03_Rock2-142-D_solo,guitar-v0.0.0/midi/03_Rock2-142-D_solo.midi,guitar-v0.0.0/mp3/03_Rock2-142-D_solo.mp3,27.088979591836736,110
03_Rock2-85-F_solo,guitar-v0.0.0/midi/03_Rock2-85-F_solo.midi,guitar-v0.0.0/mp3/03_Rock2-85-F_solo.mp3,45.21795918367347,111
03_Rock3-117-Bb_solo,guitar-v0.0.0/midi/03_Rock3-117-Bb_solo.midi,guitar-v0.0.0/mp3/03_Rock3-117-Bb_solo.mp3,32.862040816326534,112
03_Rock3-148-C_solo,guitar-v0.0.0/midi/03_Rock3-148-C_solo.midi,guitar-v0.0.0/mp3/03_Rock3-148-C_solo.mp3,25.991836734693877,113
03_SS1-100-C#_solo,guitar-v0.0.0/midi/03_SS1-100-C#_solo.midi,guitar-v0.0.0/mp3/03_SS1-100-C#_solo.mp3,28.83918367346939,114
03_SS1-68-E_solo,guitar-v0.0.0/midi/03_SS1-68-E_solo.midi,guitar-v0.0.0/mp3/03_SS1-68-E_solo.mp3,42.39673469387755,115
03_SS2-107-Ab_solo,guitar-v0.0.0/midi/03_SS2-107-Ab_solo.midi,guitar-v0.0.0/mp3/03_SS2-107-Ab_solo.mp3,35.91836734693877,116
03_SS2-88-F_solo,guitar-v0.0.0/midi/03_SS2-88-F_solo.midi,guitar-v0.0.0/mp3/03_SS2-88-F_solo.mp3,43.67673469387755,117
03_SS3-84-Bb_solo,guitar-v0.0.0/midi/03_SS3-84-Bb_solo.midi,guitar-v0.0.0/mp3/03_SS3-84-Bb_solo.mp3,45.74040816326531,118
03_SS3-98-C_solo,guitar-v0.0.0/midi/03_SS3-98-C_solo.midi,guitar-v0.0.0/mp3/03_SS3-98-C_solo.mp3,39.20979591836735,119
04_BN1-129-Eb_solo,guitar-v0.0.0/midi/04_BN1-129-Eb_solo.midi,guitar-v0.0.0/mp3/04_BN1-129-Eb_solo.mp3,22.360816326530614,120
04_BN1-147-Gb_solo,guitar-v0.0.0/midi/04_BN1-147-Gb_solo.midi,guitar-v0.0.0/mp3/04_BN1-147-Gb_solo.mp3,19.61795918367347,121
04_BN2-131-B_solo,guitar-v0.0.0/midi/04_BN2-131-B_solo.midi,guitar-v0.0.0/mp3/04_BN2-131-B_solo.mp3,29.335510204081633,122
04_BN2-166-Ab_solo,guitar-v0.0.0/midi/04_BN2-166-Ab_solo.midi,guitar-v0.0.0/mp3/04_BN2-166-Ab_solo.mp3,23.17061224489796,123
04_BN3-119-G_solo,guitar-v0.0.0/midi/04_BN3-119-G_solo.midi,guitar-v0.0.0/mp3/04_BN3-119-G_solo.mp3,32.3134693877551,124
04_BN3-154-E_solo,guitar-v0.0.0/midi/04_BN3-154-E_solo.midi,guitar-v0.0.0/mp3/04_BN3-154-E_solo.mp3,24.973061224489797,125
04_Funk1-114-Ab_solo,guitar-v0.0.0/midi/04_Funk1-114-Ab_solo.midi,guitar-v0.0.0/mp3/04_Funk1-114-Ab_solo.mp3,25.2865306122449,126
04_Funk1-97-C_solo,guitar-v0.0.0/midi/04_Funk1-97-C_solo.midi,guitar-v0.0.0/mp3/04_Funk1-97-C_solo.mp3,29.72734693877551,127
04_Funk2-108-Eb_solo,guitar-v0.0.0/midi/04_Funk2-108-Eb_solo.midi,guitar-v0.0.0/mp3/04_Funk2-108-Eb_solo.mp3,35.57877551020408,128
04_Funk2-119-G_solo,guitar-v0.0.0/midi/04_Funk2-119-G_solo.midi,guitar-v0.0.0/mp3/04_Funk2-119-G_solo.mp3,32.3134693877551,129
04_Funk3-112-C#_solo,guitar-v0.0.0/midi/04_Funk3-112-C#_solo.midi,guitar-v0.0.0/mp3/04_Funk3-112-C#_solo.mp3,34.32489795918367,130
04_Funk3-98-A_solo,guitar-v0.0.0/midi/04_Funk3-98-A_solo.midi,guitar-v0.0.0/mp3/04_Funk3-98-A_solo.mp3,39.20979591836735,131
04_Jazz1-130-D_solo,guitar-v0.0.0/midi/04_Jazz1-130-D_solo.midi,guitar-v0.0.0/mp3/04_Jazz1-130-D_solo.mp3,22.17795918367347,132
04_Jazz1-200-B_solo,guitar-v0.0.0/midi/04_Jazz1-200-B_solo.midi,guitar-v0.0.0/mp3/04_Jazz1-200-B_solo.mp3,14.445714285714285,133
04_Jazz2-110-Bb_solo,guitar-v0.0.0/midi/04_Jazz2-110-Bb_solo.midi,guitar-v0.0.0/mp3/04_Jazz2-110-Bb_solo.mp3,34.95183673469388,134
04_Jazz2-187-F#_solo,guitar-v0.0.0/midi/04_Jazz2-187-F#_solo.midi,guitar-v0.0.0/mp3/04_Jazz2-187-F#_solo.mp3,20.558367346938777,135
04_Jazz3-137-Eb_solo,guitar-v0.0.0/midi/04_Jazz3-137-Eb_solo.midi,guitar-v0.0.0/mp3/04_Jazz3-137-Eb_solo.mp3,28.05551020408163,136
04_Jazz3-150-C_solo,guitar-v0.0.0/midi/04_Jazz3-150-C_solo.midi,guitar-v0.0.0/mp3/04_Jazz3-150-C_solo.mp3,25.626122448979594,137
04_Rock1-130-A_solo,guitar-v0.0.0/midi/04_Rock1-130-A_solo.midi,guitar-v0.0.0/mp3/04_Rock1-130-A_solo.mp3,22.17795918367347,138
04_Rock1-90-C#_solo,guitar-v0.0.0/midi/04_Rock1-90-C#_solo.midi,guitar-v0.0.0/mp3/04_Rock1-90-C#_solo.mp3,32.02612244897959,139
04_Rock2-142-D_solo,guitar-v0.0.0/midi/04_Rock2-142-D_solo.midi,guitar-v0.0.0/mp3/04_Rock2-142-D_solo.mp3,27.088979591836736,140
04_Rock2-85-F_solo,guitar-v0.0.0/midi/04_Rock2-85-F_solo.midi,guitar-v0.0.0/mp3/04_Rock2-85-F_solo.mp3,45.21795918367347,141
04_Rock3-117-Bb_solo,guitar-v0.0.0/midi/04_Rock3-117-Bb_solo.midi,guitar-v0.0.0/mp3/04_Rock3-117-Bb_solo.mp3,32.862040816326534,142
04_Rock3-148-C_solo,guitar-v0.0.0/midi/04_Rock3-148-C_solo.midi,guitar-v0.0.0/mp3/04_Rock3-148-C_solo.mp3,25.991836734693877,143
04_SS1-100-C#_solo,guitar-v0.0.0/midi/04_SS1-100-C#_solo.midi,guitar-v0.0.0/mp3/04_SS1-100-C#_solo.mp3,28.83918367346939,144
04_SS1-68-E_solo,guitar-v0.0.0/midi/04_SS1-68-E_solo.midi,guitar-v0.0.0/mp3/04_SS1-68-E_solo.mp3,42.39673469387755,145
04_SS2-107-Ab_solo,guitar-v0.0.0/midi/04_SS2-107-Ab_solo.midi,guitar-v0.0.0/mp3/04_SS2-107-Ab_solo.mp3,35.91836734693877,146
04_SS2-88-F_solo,guitar-v0.0.0/midi/04_SS2-88-F_solo.midi,guitar-v0.0.0/mp3/04_SS2-88-F_solo.mp3,43.67673469387755,147
04_SS3-84-Bb_solo,guitar-v0.0.0/midi/04_SS3-84-Bb_solo.midi,guitar-v0.0.0/mp3/04_SS3-84-Bb_solo.mp3,45.74040816326531,148
04_SS3-98-C_solo,guitar-v0.0.0/midi/04_SS3-98-C_solo.midi,guitar-v0.0.0/mp3/04_SS3-98-C_solo.mp3,39.20979591836735,149
05_BN1-129-Eb_solo,guitar-v0.0.0/midi/05_BN1-129-Eb_solo.midi,guitar-v0.0.0/mp3/05_BN1-129-Eb_solo.mp3,22.360816326530614,150
05_BN1-147-Gb_solo,guitar-v0.0.0/midi/05_BN1-147-Gb_solo.midi,guitar-v0.0.0/mp3/05_BN1-147-Gb_solo.mp3,19.61795918367347,151
05_BN2-131-B_solo,guitar-v0.0.0/midi/05_BN2-131-B_solo.midi,guitar-v0.0.0/mp3/05_BN2-131-B_solo.mp3,29.335510204081633,152
05_BN2-166-Ab_solo,guitar-v0.0.0/midi/05_BN2-166-Ab_solo.midi,guitar-v0.0.0/mp3/05_BN2-166-Ab_solo.mp3,23.17061224489796,153
05_BN3-119-G_solo,guitar-v0.0.0/midi/05_BN3-119-G_solo.midi,guitar-v0.0.0/mp3/05_BN3-119-G_solo.mp3,32.3134693877551,154
